[FINETUNE] Epoch 0/29 | Batch 100/7374 | Loss: 1.138131 | LR: 1.58e-07
[FINETUNE] Epoch 0/29 | Batch 200/7374 | Loss: 1.868777 | LR: 3.16e-07
[FINETUNE] Epoch 0/29 | Batch 300/7374 | Loss: 1.898801 | LR: 4.75e-07
[FINETUNE] Epoch 0/29 | Batch 400/7374 | Loss: 0.776163 | LR: 6.33e-07
[FINETUNE] Epoch 0/29 | Batch 500/7374 | Loss: 1.274832 | LR: 7.91e-07
[FINETUNE] Epoch 0/29 | Batch 600/7374 | Loss: 1.923701 | LR: 9.49e-07
[FINETUNE] Epoch 0/29 | Batch 700/7374 | Loss: 0.737813 | LR: 1.11e-06
[FINETUNE] Epoch 0/29 | Batch 800/7374 | Loss: 0.242096 | LR: 1.27e-06
[FINETUNE] Epoch 0/29 | Batch 900/7374 | Loss: 0.579848 | LR: 1.42e-06
[FINETUNE] Epoch 0/29 | Batch 1000/7374 | Loss: 0.407752 | LR: 1.58e-06
[FINETUNE] Epoch 0/29 | Batch 1100/7374 | Loss: 0.637432 | LR: 1.74e-06
[FINETUNE] Epoch 0/29 | Batch 1200/7374 | Loss: 0.621956 | LR: 1.90e-06
[FINETUNE] Epoch 0/29 | Batch 1300/7374 | Loss: 0.485324 | LR: 2.06e-06
[FINETUNE] Epoch 0/29 | Batch 1400/7374 | Loss: 0.287030 | LR: 2.21e-06
[FINETUNE] Epoch 0/29 | Batch 1500/7374 | Loss: 0.247289 | LR: 2.37e-06
[FINETUNE] Epoch 0/29 | Batch 1600/7374 | Loss: 0.278290 | LR: 2.53e-06
[FINETUNE] Epoch 0/29 | Batch 1700/7374 | Loss: 0.247190 | LR: 2.69e-06
[FINETUNE] Epoch 0/29 | Batch 1800/7374 | Loss: 0.452948 | LR: 2.85e-06
[FINETUNE] Epoch 0/29 | Batch 1900/7374 | Loss: 0.301235 | LR: 3.01e-06
[FINETUNE] Epoch 0/29 | Batch 2000/7374 | Loss: 0.293272 | LR: 3.16e-06
[FINETUNE] Epoch 0/29 | Batch 2100/7374 | Loss: 0.164672 | LR: 3.32e-06
[FINETUNE] Epoch 0/29 | Batch 2200/7374 | Loss: 0.187816 | LR: 3.48e-06
[FINETUNE] Epoch 0/29 | Batch 2300/7374 | Loss: 0.255257 | LR: 3.64e-06
[FINETUNE] Epoch 0/29 | Batch 2400/7374 | Loss: 0.176902 | LR: 3.80e-06
[FINETUNE] Epoch 0/29 | Batch 2500/7374 | Loss: 0.262735 | LR: 3.96e-06
[FINETUNE] Epoch 0/29 | Batch 2600/7374 | Loss: 0.529279 | LR: 4.11e-06
[FINETUNE] Epoch 0/29 | Batch 2700/7374 | Loss: 0.171083 | LR: 4.27e-06
[FINETUNE] Epoch 0/29 | Batch 2800/7374 | Loss: 0.359296 | LR: 4.43e-06
[FINETUNE] Epoch 0/29 | Batch 2900/7374 | Loss: 0.180267 | LR: 4.59e-06
[FINETUNE] Epoch 0/29 | Batch 3000/7374 | Loss: 0.205761 | LR: 4.75e-06
[FINETUNE] Epoch 0/29 | Batch 3100/7374 | Loss: 0.176414 | LR: 4.90e-06
[FINETUNE] Epoch 0/29 | Batch 3200/7374 | Loss: 0.250593 | LR: 5.06e-06
[FINETUNE] Epoch 0/29 | Batch 3300/7374 | Loss: 0.183387 | LR: 5.22e-06
[FINETUNE] Epoch 0/29 | Batch 3400/7374 | Loss: 0.235774 | LR: 5.38e-06
[FINETUNE] Epoch 0/29 | Batch 3500/7374 | Loss: 0.268931 | LR: 5.54e-06
[FINETUNE] Epoch 0/29 | Batch 3600/7374 | Loss: 0.271632 | LR: 5.70e-06
[FINETUNE] Epoch 0/29 | Batch 3700/7374 | Loss: 0.334903 | LR: 5.85e-06
[FINETUNE] Epoch 0/29 | Batch 3800/7374 | Loss: 0.151299 | LR: 6.01e-06
[FINETUNE] Epoch 0/29 | Batch 3900/7374 | Loss: 0.201817 | LR: 6.17e-06
[FINETUNE] Epoch 0/29 | Batch 4000/7374 | Loss: 0.200468 | LR: 6.33e-06
[FINETUNE] Epoch 0/29 | Batch 4100/7374 | Loss: 0.161399 | LR: 6.49e-06
[FINETUNE] Epoch 0/29 | Batch 4200/7374 | Loss: 0.169423 | LR: 6.64e-06
[FINETUNE] Epoch 0/29 | Batch 4300/7374 | Loss: 0.118601 | LR: 6.80e-06
