Epoch,Epoch Time,Train Loss,Val Loss,Val auprc,Val auroc,DA Bias,DA Threshold,Predicted Prior,Calibrated Prior,Learning Rate
0,3798.386249,0.36004931595646794,0.09405764302953677,0.3644878509422286,0.9522651831185532,0.8055791556835175,0.5,0.06717323511838913,0.10000000149011612,1.1666666666666665e-05
1,3499.312827,0.11884914261316347,0.05610518373668524,0.7070962624684882,0.981761412361077,1.8367388844490051,0.5,0.04656905308365822,0.09999998658895493,2.333333333333333e-05
2,3508.082339,0.08802017099550195,0.04260565773674529,0.7940154231366747,0.9873263510285002,2.280237555503845,0.5,0.03971840813755989,0.10000000894069672,3.5e-05
3,3587.478878,0.07267816204872693,0.040823291117690653,0.8220620092791531,0.989233266187549,2.520644783973694,0.5,0.03949299827218056,0.09999998658895493,1.1666666666666665e-05
4,3576.156081,0.06781716852571966,0.03469523552659199,0.8235418330476666,0.9890034354819842,3.2411521673202515,0.5,0.03237846866250038,0.10000000894069672,2.333333333333333e-05
5,3576.486483,0.06480633990048315,0.035887569916833534,0.8365043696069151,0.9896124289052005,3.0844935178756714,0.5,0.034359369426965714,0.10000000149011612,3.5e-05
6,3584.737048,0.0583703622632471,0.030778219996872577,0.8558324910684125,0.9908983988894885,3.5086945295333862,0.5,0.03118625283241272,0.10000000149011612,3.4881671260484e-05
7,3591.078094,0.05283256654461545,0.03417351688352897,0.8645915611417255,0.9915414621877547,3.40279757976532,0.5,0.035292863845825195,0.10000000149011612,3.4528285235146915e-05
8,3571.227132,0.04834100992079943,0.030039562557559622,0.8713289151764493,0.9916531401417192,4.325403451919556,0.5,0.03074575960636139,0.09999998658895493,3.394462086375339e-05
9,3594.938839,0.04434808087114176,0.02843730297766337,0.8807016002382261,0.9927399888441967,4.256084203720093,0.5,0.030643416568636894,0.10000000149011612,3.313857120565971e-05
10,3585.227542,0.04127765680699256,0.03130672314156275,0.8779403172268335,0.9920837208964334,4.047221422195435,0.5,0.03236088156700134,0.09999999403953552,3.212103669972639e-05
11,3593.647947,0.03864655812628588,0.029671402233683846,0.8792159750561763,0.9924305677961697,5.040015935897827,0.5,0.029306452721357346,0.10000000149011612,3.090577775458211e-05
12,3569.761889,0.03549262026418601,0.027362301863489816,0.8811447845775462,0.9925013923275965,5.861659288406372,0.5,0.026451651006937027,0.09999998658895493,2.950922866270284e-05
13,3556.299527,0.033107783627412235,0.028482928039961226,0.8955883629036522,0.9933109747130828,6.047957181930542,0.5,0.02832229994237423,0.10000000894069672,2.7950275354798755e-05
14,3548.576541,0.030110058451964593,0.027259719028648974,0.8861127663585305,0.992840762111335,5.532078981399536,0.5,0.02772280015051365,0.09999999403953552,2.6249999999999998e-05
15,3568.655622,0.028001887815525088,0.02897413242425826,0.8906034642818245,0.9923141512031615,6.859791040420532,0.5,0.026900339871644974,0.09999998658895493,2.4431395905685243e-05
16,3540.403572,0.026624500228382968,0.03044855892229796,0.88741027840747,0.9919663109343339,7.47819972038269,0.5,0.0257149338722229,0.10000000149011612,2.251905657244408e-05
17,3570.728449,0.02340283000194892,0.03027162279737456,0.8930581982865361,0.9929758692570201,7.563401460647583,0.5,0.025668978691101074,0.09999998658895493,2.0538843109171283e-05
18,3497.323997,0.021293684439090008,0.02898251747661715,0.8973219520463946,0.9930662434711488,7.447954416275024,0.5,0.026107320562005043,0.09999997913837433,1.8517534505933325e-05
19,3508.997091,0.019567067645826476,0.032675828751778,0.8916381220497268,0.9931687976432346,8.141855716705322,0.5,0.024885987862944603,0.09999994188547134,1.6482465494066672e-05
20,3686.918291,0.01845060423577157,0.0315573698719777,0.8968858267765989,0.9925621802514931,8.43134069442749,0.5,0.024821586906909943,0.10000001639127731,1.4461156890828719e-05
21,3687.825461,0.016921679660212668,0.032773366984523156,0.8955704864128153,0.9927519942913675,8.603447437286377,0.5,0.024367516860365868,0.09999998658895493,1.2480943427555925e-05
22,3653.811079,0.01540066624457897,0.032731641319226124,0.899109673471552,0.9924349171419207,8.728291034698486,0.5,0.02418462373316288,0.09999997168779373,1.0568604094314754e-05
23,3688.033554,0.014060240966783714,0.034664490066540654,0.8967313875990055,0.9928082449348199,8.88659143447876,0.5,0.024638887494802475,0.09999997168779373,8.750000000000003e-06
