[FINETUNE] Epoch 0/29 | Batch 50/7689 | Loss: 1.290744 | LR: 4.34e-08
[FINETUNE] Epoch 0/29 | Batch 100/7689 | Loss: 1.295830 | LR: 8.67e-08
[FINETUNE] Epoch 0/29 | Batch 150/7689 | Loss: 1.187401 | LR: 1.30e-07
[FINETUNE] Epoch 0/29 | Batch 200/7689 | Loss: 1.761710 | LR: 1.73e-07
[FINETUNE] Epoch 0/29 | Batch 250/7689 | Loss: 1.278619 | LR: 2.17e-07
[FINETUNE] Epoch 0/29 | Batch 300/7689 | Loss: 1.891544 | LR: 2.60e-07
[FINETUNE] Epoch 0/29 | Batch 350/7689 | Loss: 1.307601 | LR: 3.03e-07
[FINETUNE] Epoch 0/29 | Batch 400/7689 | Loss: 1.082707 | LR: 3.47e-07
[FINETUNE] Epoch 0/29 | Batch 450/7689 | Loss: 1.363321 | LR: 3.90e-07
[FINETUNE] Epoch 0/29 | Batch 500/7689 | Loss: 1.228609 | LR: 4.34e-07
[FINETUNE] Epoch 0/29 | Batch 550/7689 | Loss: 1.336424 | LR: 4.77e-07
[FINETUNE] Epoch 0/29 | Batch 600/7689 | Loss: 1.746238 | LR: 5.20e-07
[FINETUNE] Epoch 0/29 | Batch 650/7689 | Loss: 1.211954 | LR: 5.64e-07
[FINETUNE] Epoch 0/29 | Batch 700/7689 | Loss: 1.727165 | LR: 6.07e-07
[FINETUNE] Epoch 0/29 | Batch 750/7689 | Loss: 1.446411 | LR: 6.50e-07
[FINETUNE] Epoch 0/29 | Batch 800/7689 | Loss: 1.611001 | LR: 6.94e-07
[FINETUNE] Epoch 0/29 | Batch 850/7689 | Loss: 1.119047 | LR: 7.37e-07
[FINETUNE] Epoch 0/29 | Batch 900/7689 | Loss: 1.369147 | LR: 7.80e-07
[FINETUNE] Epoch 0/29 | Batch 950/7689 | Loss: 1.052863 | LR: 8.24e-07
[FINETUNE] Epoch 0/29 | Batch 1000/7689 | Loss: 1.509449 | LR: 8.67e-07
[FINETUNE] Epoch 0/29 | Batch 1050/7689 | Loss: 1.176256 | LR: 9.10e-07
[FINETUNE] Epoch 0/29 | Batch 1100/7689 | Loss: 1.326215 | LR: 9.54e-07
[FINETUNE] Epoch 0/29 | Batch 1150/7689 | Loss: 1.143064 | LR: 9.97e-07
[FINETUNE] Epoch 0/29 | Batch 1200/7689 | Loss: 1.653728 | LR: 1.04e-06
[FINETUNE] Epoch 0/29 | Batch 1250/7689 | Loss: 1.167389 | LR: 1.08e-06
[FINETUNE] Epoch 0/29 | Batch 1300/7689 | Loss: 1.461605 | LR: 1.13e-06
[FINETUNE] Epoch 0/29 | Batch 1350/7689 | Loss: 1.380539 | LR: 1.17e-06
[FINETUNE] Epoch 0/29 | Batch 1400/7689 | Loss: 0.956028 | LR: 1.21e-06
[FINETUNE] Epoch 0/29 | Batch 1450/7689 | Loss: 1.383511 | LR: 1.26e-06
[FINETUNE] Epoch 0/29 | Batch 1500/7689 | Loss: 1.233195 | LR: 1.30e-06
[FINETUNE] Epoch 0/29 | Batch 1550/7689 | Loss: 1.387900 | LR: 1.34e-06
[FINETUNE] Epoch 0/29 | Batch 1600/7689 | Loss: 1.455536 | LR: 1.39e-06
[FINETUNE] Epoch 0/29 | Batch 1650/7689 | Loss: 1.723131 | LR: 1.43e-06
[FINETUNE] Epoch 0/29 | Batch 1700/7689 | Loss: 1.149534 | LR: 1.47e-06
