Epoch,Epoch Time,Train Loss,Val Loss,Val auprc,Val auroc,Learning Rate
0,1499.75226,1.743389979379908,0.35704839142683037,0.14224690198898315,0.5654710531234741,6.666666666666667e-06
1,1503.517653,0.3517574326338369,0.34389465673655956,0.18314048647880554,0.6362181901931763,1.3333333333333333e-05
2,1504.925522,0.3428070717979845,0.33420519779930485,0.23235633969306946,0.678827166557312,2e-05
3,1501.850387,0.33571242056497796,0.3241005795936313,0.280887246131897,0.713344156742096,6.666666666666667e-06
4,1505.099247,0.32008048628368024,0.2986385658738109,0.3928217887878418,0.7730980515480042,1.3333333333333333e-05
5,1731.026444,0.3030794247305695,0.2829981520446627,0.45325416326522827,0.800340473651886,6.666666666666667e-06
6,1728.034941,0.2816171282181652,0.25312322996958725,0.5597379803657532,0.844750702381134,1.3333333333333333e-05
7,1733.188793,0.25260650218764613,0.2234550533428681,0.6529791951179504,0.8814703226089478,2e-05
8,1730.657209,0.22534366516359552,0.20251206750348516,0.7134878039360046,0.9038987159729004,1.9932383577419432e-05
9,1716.816249,0.2050496648881382,0.18767590335068995,0.7515876889228821,0.9172731637954712,1.973044870579824e-05
10,1715.263594,0.1905834596578919,0.17874916677433667,0.7755124568939209,0.9251374006271362,1.9396926207859085e-05
11,1711.801397,0.18122274254236698,0.17226259962431661,0.7909045219421387,0.930073618888855,1.8936326403234125e-05
12,1716.272141,0.17113058931702008,0.1651378712518599,0.8052640557289124,0.9350686073303223,1.8354878114129368e-05
13,1713.676885,0.164637048787307,0.16162281844763374,0.8155980110168457,0.9383076429367065,1.766044443118978e-05
14,1705.96041,0.15849405804575759,0.15622024108073396,0.8234931230545044,0.9407463669776917,1.686241637868734e-05
15,1721.177714,0.15344456995954242,0.15511338582994702,0.8291174173355103,0.9427161812782288,1.5971585917027864e-05
16,1717.007427,0.15061688869365908,0.1491165305988304,0.8357827663421631,0.944517970085144,1.5000000000000002e-05
17,1733.694093,0.14606325612364968,0.14817495130349892,0.8380832672119141,0.9450415968894958,1.396079766039157e-05
18,1734.124884,0.14244526512421726,0.1473204292129221,0.8413946032524109,0.9463567733764648,1.2868032327110904e-05
19,1727.144076,0.1400003945412972,0.14469017044752983,0.8461329340934753,0.9475884437561035,1.1736481776669307e-05
20,1730.869225,0.13744003018525244,0.14343003181819095,0.8475403189659119,0.9484061002731323,1.0581448289104759e-05
21,1724.699678,0.13482719164476034,0.1430306066132495,0.8492175340652466,0.9488977193832397,9.418551710895243e-06
22,1723.559873,0.13299963595366607,0.13979778548167077,0.8527780771255493,0.950160026550293,8.263518223330698e-06
23,1732.078961,0.13168768719120444,0.1398895063143261,0.8539284467697144,0.9505745768547058,7.131967672889101e-06
24,1724.398263,0.12998558880237412,0.1390425829668921,0.8541896343231201,0.950860857963562,6.039202339608432e-06
25,1733.297865,0.1294583424616996,0.13931337507539507,0.8556751012802124,0.9510767459869385,5.000000000000003e-06
26,1727.627615,0.1280254822580301,0.13792386576942633,0.8571585416793823,0.9515255093574524,4.028414082972141e-06
27,1723.72524,0.12677116643739111,0.13872385612443763,0.8568366169929504,0.9515961408615112,3.1375836213126653e-06
28,1731.648408,0.1254815149726008,0.13871552926677266,0.857458233833313,0.9516642093658447,2.339555568810221e-06
29,1729.563286,0.1254032733459506,0.13877335308844616,0.8576395511627197,0.95171058177948,1.6451218858706374e-06
