Epoch,Epoch Time,Train Loss,Val Loss,Val auprc,Val auroc,DA Bias,DA Threshold,Predicted Prior,Calibrated Prior,Learning Rate
0,5273.219769,0.7416103458679949,0.3314542059899048,0.2404530861887167,0.6930047415401746,2.349582552909851,0.6767676472663879,0.10848113149404526,0.5000001192092896,1.1666666666666665e-05
1,5254.568052,0.28940723165813736,0.22266998478376893,0.6459505792286934,0.8817247459452183,3.2064367532730103,0.8888888955116272,0.10456163436174393,0.4999999403953552,2.333333333333333e-05
2,5246.343053,0.2053738428172934,0.17147078798541487,0.7843300708893639,0.9277450703277474,3.8621522188186646,0.9494949579238892,0.09898624569177628,0.4999999701976776,3.5e-05
3,5260.854031,0.17078987278852162,0.16158892988113302,0.8071521851955555,0.9337380834388709,4.138674020767212,0.9595959782600403,0.09869662672281265,0.4999999403953552,1.1666666666666665e-05
4,5268.964372,0.15684573034805566,0.14324363384352282,0.8371190956966039,0.943469901926595,4.0600364208221436,0.9595959782600403,0.11046536266803741,0.5000000596046448,2.333333333333333e-05
5,5276.730701,0.14290200292899918,0.13455419097704976,0.8530695787978853,0.9498572888179188,4.235239267349243,0.9696969985961914,0.11141645908355713,0.49999985098838806,3.5e-05
6,5274.844133,0.12960076446029445,0.1260255537586055,0.867937949528646,0.9554127097749145,4.513445615768433,0.9797979593276978,0.11216641962528229,0.5,3.4881671260484e-05
7,5278.037661,0.11750842762223289,0.1203966929680538,0.8769570295212346,0.958189894095406,4.566465139389038,0.9797979593276978,0.11215060204267502,0.5000000596046448,3.4528285235146915e-05
8,5286.164888,0.10864854671691716,0.12375380465366467,0.8775980854725121,0.9585421262901577,5.115705251693726,0.9898989796638489,0.10202343761920929,0.5,3.394462086375339e-05
9,5285.855449,0.10143891190855785,0.12006596041388588,0.883875544992656,0.9606157517023657,5.299667119979858,0.9898989796638489,0.10634808987379074,0.5000000596046448,3.313857120565971e-05
10,5281.904043,0.09483789471044554,0.11752440225517168,0.8870741331322237,0.961102337732259,5.3197033405303955,0.9898989796638489,0.10843469947576523,0.4999999701976776,3.212103669972639e-05
11,5292.121935,0.09038143022654817,0.11642725072336173,0.890379591068325,0.9621575659685895,5.336009740829468,0.9898989796638489,0.11184526979923248,0.5,3.090577775458211e-05
12,5289.792372,0.08509903842109358,0.11853038742067798,0.8913228380588994,0.9619866257976494,5.787240266799927,0.9898989796638489,0.10661757737398148,0.4999999701976776,2.950922866270284e-05
13,5287.006241,0.08025468953514521,0.11832428178187826,0.8910846405335826,0.9625082808704856,5.737008810043335,0.9898989796638489,0.10948524624109268,0.5000000596046448,2.7950275354798755e-05
14,5282.792102,0.07574391406491976,0.1210298271051325,0.8923387401913648,0.962585124411896,6.0217201709747314,0.9898989796638489,0.10942500084638596,0.4999999403953552,2.6249999999999998e-05
15,5281.306164,0.07212433720862592,0.12249385187900105,0.8905111708870739,0.9610157052046816,6.037824869155884,0.9898989796638489,0.11035919934511185,0.49999985098838806,2.4431395905685243e-05
