[EVALUATE] Split: test_balanced | Batch 50/5897 | Loss: 0.000145
[EVALUATE] Split: test_balanced | Batch 4650/5897 | Loss: 2.241426
[EVALUATE] Split: test_balanced | Batch 4700/5897 | Loss: 1.441022
[EVALUATE] Split: test_balanced | Batch 4600/5897 | Loss: 1.382365
[EVALUATE] Split: test_balanced | Batch 4700/5897 | Loss: 1.441022
[EVALUATE] Split: test_balanced | Batch 4700/5897 | Loss: 1.441022
[EVALUATE] Split: test_balanced | Batch 4750/5897 | Loss: 0.751181
[EVALUATE] Split: test_balanced | Batch 4650/5897 | Loss: 2.241426
[EVALUATE] Split: test_balanced | Batch 4750/5897 | Loss: 0.751181
[EVALUATE] Split: test_balanced | Batch 4750/5897 | Loss: 0.751181
[EVALUATE] Split: test_balanced | Batch 4800/5897 | Loss: 0.730610
[EVALUATE] Split: test_balanced | Batch 4700/5897 | Loss: 1.441022
[EVALUATE] Split: test_balanced | Batch 4800/5897 | Loss: 0.730610
[EVALUATE] Split: test_balanced | Batch 4800/5897 | Loss: 0.730610
[EVALUATE] Split: test_balanced | Batch 4850/5897 | Loss: 0.168213
[EVALUATE] Split: test_balanced | Batch 4750/5897 | Loss: 0.751181
[EVALUATE] Split: test_balanced | Batch 4850/5897 | Loss: 0.168213
[EVALUATE] Split: test_balanced | Batch 4850/5897 | Loss: 0.168213
[EVALUATE] Split: test_balanced | Batch 4900/5897 | Loss: 0.869148
[EVALUATE] Split: test_balanced | Batch 4800/5897 | Loss: 0.730610
[EVALUATE] Split: test_balanced | Batch 4900/5897 | Loss: 0.869148
[EVALUATE] Split: test_balanced | Batch 4900/5897 | Loss: 0.869148
[EVALUATE] Split: test_balanced | Batch 4950/5897 | Loss: 2.430390
[EVALUATE] Split: test_balanced | Batch 4850/5897 | Loss: 0.168213
[EVALUATE] Split: test_balanced | Batch 4950/5897 | Loss: 2.430390
[EVALUATE] Split: test_balanced | Batch 4950/5897 | Loss: 2.430390
[EVALUATE] Split: test_balanced | Batch 5000/5897 | Loss: 0.899031
[EVALUATE] Split: test_balanced | Batch 4900/5897 | Loss: 0.869148
[EVALUATE] Split: test_balanced | Batch 5000/5897 | Loss: 0.899031
[EVALUATE] Split: test_balanced | Batch 5050/5897 | Loss: 0.488289
[EVALUATE] Split: test_balanced | Batch 5000/5897 | Loss: 0.899031
[EVALUATE] Split: test_balanced | Batch 4950/5897 | Loss: 2.430390
[EVALUATE] Split: test_balanced | Batch 5100/5897 | Loss: 1.504630
[EVALUATE] Split: test_balanced | Batch 5050/5897 | Loss: 0.488289
[EVALUATE] Split: test_balanced | Batch 5050/5897 | Loss: 0.488289
[EVALUATE] Split: test_balanced | Batch 5000/5897 | Loss: 0.899031
[EVALUATE] Split: test_balanced | Batch 5100/5897 | Loss: 1.504630
[EVALUATE] Split: test_balanced | Batch 5150/5897 | Loss: 0.435322
[EVALUATE] Split: test_balanced | Batch 5100/5897 | Loss: 1.504630
[EVALUATE] Split: test_balanced | Batch 5050/5897 | Loss: 0.488289
[EVALUATE] Split: test_balanced | Batch 5200/5897 | Loss: 3.736300
[EVALUATE] Split: test_balanced | Batch 5150/5897 | Loss: 0.435322
[EVALUATE] Split: test_balanced | Batch 5150/5897 | Loss: 0.435322
[EVALUATE] Split: test_balanced | Batch 5100/5897 | Loss: 1.504630
[EVALUATE] Split: test_balanced | Batch 5250/5897 | Loss: 0.022233
[EVALUATE] Split: test_balanced | Batch 5200/5897 | Loss: 3.736300
[EVALUATE] Split: test_balanced | Batch 5200/5897 | Loss: 3.736300
[EVALUATE] Split: test_balanced | Batch 5150/5897 | Loss: 0.435322
[EVALUATE] Split: test_balanced | Batch 5300/5897 | Loss: 0.488070
[EVALUATE] Split: test_balanced | Batch 5250/5897 | Loss: 0.022233
[EVALUATE] Split: test_balanced | Batch 5250/5897 | Loss: 0.022233
[EVALUATE] Split: test_balanced | Batch 5200/5897 | Loss: 3.736300
[EVALUATE] Split: test_balanced | Batch 5350/5897 | Loss: 3.348690
[EVALUATE] Split: test_balanced | Batch 5300/5897 | Loss: 0.488070
[EVALUATE] Split: test_balanced | Batch 5300/5897 | Loss: 0.488070
[EVALUATE] Split: test_balanced | Batch 5400/5897 | Loss: 1.083775
[EVALUATE] Split: test_balanced | Batch 5250/5897 | Loss: 0.022233
[EVALUATE] Split: test_balanced | Batch 5350/5897 | Loss: 3.348690
[EVALUATE] Split: test_balanced | Batch 5350/5897 | Loss: 3.348690
[EVALUATE] Split: test_balanced | Batch 5450/5897 | Loss: 0.653195
[EVALUATE] Split: test_balanced | Batch 5300/5897 | Loss: 0.488070
[EVALUATE] Split: test_balanced | Batch 5400/5897 | Loss: 1.083775
[EVALUATE] Split: test_balanced | Batch 5400/5897 | Loss: 1.083775
[EVALUATE] Split: test_balanced | Batch 5500/5897 | Loss: 1.244530
[EVALUATE] Split: test_balanced | Batch 5350/5897 | Loss: 3.348690
[EVALUATE] Split: test_balanced | Batch 5450/5897 | Loss: 0.653195
[EVALUATE] Split: test_balanced | Batch 5450/5897 | Loss: 0.653195
[EVALUATE] Split: test_balanced | Batch 5550/5897 | Loss: 1.423270
[EVALUATE] Split: test_balanced | Batch 5400/5897 | Loss: 1.083775
[EVALUATE] Split: test_balanced | Batch 5500/5897 | Loss: 1.244530
[EVALUATE] Split: test_balanced | Batch 5500/5897 | Loss: 1.244530
[EVALUATE] Split: test_balanced | Batch 5600/5897 | Loss: 2.217611
[EVALUATE] Split: test_balanced | Batch 5550/5897 | Loss: 1.423270
[EVALUATE] Split: test_balanced | Batch 5450/5897 | Loss: 0.653195
[EVALUATE] Split: test_balanced | Batch 5550/5897 | Loss: 1.423270
[EVALUATE] Split: test_balanced | Batch 5650/5897 | Loss: 0.552583
[EVALUATE] Split: test_balanced | Batch 5600/5897 | Loss: 2.217611
[EVALUATE] Split: test_balanced | Batch 5500/5897 | Loss: 1.244530
[EVALUATE] Split: test_balanced | Batch 5600/5897 | Loss: 2.217611
[EVALUATE] Split: test_balanced | Batch 5700/5897 | Loss: 0.022465
[EVALUATE] Split: test_balanced | Batch 5650/5897 | Loss: 0.552583
[EVALUATE] Split: test_balanced | Batch 5550/5897 | Loss: 1.423270
[EVALUATE] Split: test_balanced | Batch 5650/5897 | Loss: 0.552583
[EVALUATE] Split: test_balanced | Batch 5750/5897 | Loss: 2.106350
[EVALUATE] Split: test_balanced | Batch 5700/5897 | Loss: 0.022465
[EVALUATE] Split: test_balanced | Batch 5600/5897 | Loss: 2.217611
[EVALUATE] Split: test_balanced | Batch 5700/5897 | Loss: 0.022465
[EVALUATE] Split: test_balanced | Batch 5800/5897 | Loss: 1.674204
[EVALUATE] Split: test_balanced | Batch 5750/5897 | Loss: 2.106350
[EVALUATE] Split: test_balanced | Batch 5650/5897 | Loss: 0.552583
[EVALUATE] Split: test_balanced | Batch 5750/5897 | Loss: 2.106350
[EVALUATE] Split: test_balanced | Batch 5850/5897 | Loss: 0.743701
[EVALUATE] Split: test_balanced | Batch 5800/5897 | Loss: 1.674204
[EVALUATE] Split: test_balanced | Batch 5700/5897 | Loss: 0.022465
[EVALUATE] Split: test_balanced | Batch 5800/5897 | Loss: 1.674204
[EVALUATE] Split: test_balanced | Batch 5850/5897 | Loss: 0.743701
[EVALUATE] Split: test_balanced | Batch 5750/5897 | Loss: 2.106350
[EVALUATE] Split: test_balanced | Batch 5850/5897 | Loss: 0.743701
[EVALUATE] Split: test_balanced | Batch 5800/5897 | Loss: 1.674204
[EVALUATE] Split: test_balanced | Batch 5850/5897 | Loss: 0.743701
