Epoch,Epoch Time,Train Loss,Val Loss,Val auprc,Val auroc,Learning Rate
0,7931.752974,1.0121412157260452,0.1438815788803851,0.07809819281101227,0.7962357997894287,6.666666666666667e-06
1,8019.621379,0.2541867469767241,0.12960818183132572,0.0921049416065216,0.8276621103286743,1.3333333333333333e-05
2,15610.542899,0.2779061272246178,0.10912550352815369,0.09770000725984573,0.8428257703781128,2e-05
3,19507.32802,0.25404303513069054,0.09145288759039098,0.14364555478096008,0.9101250171661377,6.666666666666667e-06
4,19478.804399,0.21669390297518207,0.08966040479969258,0.22528085112571716,0.9345727562904358,1.3333333333333333e-05
5,20259.27436,0.19591724364594978,0.08446737238839681,0.35177257657051086,0.95186847448349,6.666666666666667e-06
6,20290.162782,0.16129914786335237,0.062201750259002556,0.5968824028968811,0.9720051884651184,1.3333333333333333e-05
7,20353.480978,0.1212145867711775,0.050569003818514605,0.7083814740180969,0.9792752265930176,2e-05
8,20298.740052,0.09602515845664794,0.04416579940213329,0.7653941512107849,0.9830649495124817,1.9932383577419432e-05
9,20298.934793,0.08359753773984058,0.041312611999751794,0.7933450937271118,0.9848853349685669,1.973044870579824e-05
10,20305.688225,0.07645576355557578,0.035137476975979444,0.8156793117523193,0.9864210486412048,1.9396926207859085e-05
11,20302.890181,0.07164386397401896,0.03939384069267812,0.8184191584587097,0.9868841767311096,1.8936326403234125e-05
12,20316.737401,0.06699396219262678,0.03281413889165342,0.8302242755889893,0.987366795539856,1.8354878114129368e-05
13,20327.920967,0.06364319000550742,0.042589471969812234,0.8421595096588135,0.9886987209320068,1.766044443118978e-05
14,20267.632116,0.06076626190773591,0.03400629047566818,0.8454467058181763,0.9879860877990723,1.686241637868734e-05
15,20171.880511,0.059038048850965245,0.04492327205068541,0.8417738676071167,0.9882403016090393,1.5971585917027864e-05
16,20144.185176,0.05559141420316535,0.03309114709288303,0.8482363820075989,0.9881300926208496,1.5000000000000002e-05
17,20138.52863,0.055805069190857905,0.033989467830253674,0.8572601675987244,0.9893378615379333,1.396079766039157e-05
