[FINETUNE] Epoch 0/29 | Batch 50/7689 | Loss: 1.925061 | LR: 4.34e-08
[FINETUNE] Epoch 0/29 | Batch 100/7689 | Loss: 2.964544 | LR: 8.67e-08
[FINETUNE] Epoch 0/29 | Batch 150/7689 | Loss: 2.972683 | LR: 1.30e-07
[FINETUNE] Epoch 0/29 | Batch 200/7689 | Loss: 1.755697 | LR: 1.73e-07
[FINETUNE] Epoch 0/29 | Batch 250/7689 | Loss: 1.388310 | LR: 2.17e-07
[FINETUNE] Epoch 0/29 | Batch 300/7689 | Loss: 2.764003 | LR: 2.60e-07
[FINETUNE] Epoch 0/29 | Batch 350/7689 | Loss: 2.295886 | LR: 3.03e-07
[FINETUNE] Epoch 0/29 | Batch 400/7689 | Loss: 2.603164 | LR: 3.47e-07
[FINETUNE] Epoch 0/29 | Batch 450/7689 | Loss: 1.934756 | LR: 3.90e-07
[FINETUNE] Epoch 0/29 | Batch 500/7689 | Loss: 2.152480 | LR: 4.34e-07
[FINETUNE] Epoch 0/29 | Batch 550/7689 | Loss: 2.316926 | LR: 4.77e-07
[FINETUNE] Epoch 0/29 | Batch 600/7689 | Loss: 2.456897 | LR: 5.20e-07
[FINETUNE] Epoch 0/29 | Batch 650/7689 | Loss: 1.717740 | LR: 5.64e-07
[FINETUNE] Epoch 0/29 | Batch 700/7689 | Loss: 3.231388 | LR: 6.07e-07
[FINETUNE] Epoch 0/29 | Batch 750/7689 | Loss: 1.685696 | LR: 6.50e-07
[FINETUNE] Epoch 0/29 | Batch 800/7689 | Loss: 1.932712 | LR: 6.94e-07
[FINETUNE] Epoch 0/29 | Batch 850/7689 | Loss: 2.707041 | LR: 7.37e-07
[FINETUNE] Epoch 0/29 | Batch 900/7689 | Loss: 2.268987 | LR: 7.80e-07
[FINETUNE] Epoch 0/29 | Batch 950/7689 | Loss: 3.064175 | LR: 8.24e-07
[FINETUNE] Epoch 0/29 | Batch 1000/7689 | Loss: 2.066603 | LR: 8.67e-07
