[FINETUNE] Epoch 19/29 | Batch 2950/3993 | Loss: 0.038108 | LR: 1.20e-05
[FINETUNE] Epoch 19/29 | Batch 3000/3993 | Loss: 0.022615 | LR: 1.20e-05
[FINETUNE] Epoch 19/29 | Batch 3050/3993 | Loss: 0.154508 | LR: 1.20e-05
[FINETUNE] Epoch 19/29 | Batch 3100/3993 | Loss: 0.204935 | LR: 1.20e-05
[FINETUNE] Epoch 19/29 | Batch 3150/3993 | Loss: 0.360067 | LR: 1.20e-05
[FINETUNE] Epoch 19/29 | Batch 3200/3993 | Loss: 0.040501 | LR: 1.20e-05
[FINETUNE] Epoch 19/29 | Batch 3250/3993 | Loss: 0.032042 | LR: 1.19e-05
[FINETUNE] Epoch 19/29 | Batch 3300/3993 | Loss: 0.160696 | LR: 1.19e-05
[FINETUNE] Epoch 19/29 | Batch 3350/3993 | Loss: 0.021799 | LR: 1.19e-05
[FINETUNE] Epoch 19/29 | Batch 3400/3993 | Loss: 0.148108 | LR: 1.19e-05
[FINETUNE] Epoch 19/29 | Batch 3450/3993 | Loss: 0.029893 | LR: 1.19e-05
[FINETUNE] Epoch 19/29 | Batch 3500/3993 | Loss: 0.245882 | LR: 1.19e-05
[FINETUNE] Epoch 19/29 | Batch 3550/3993 | Loss: 0.028508 | LR: 1.19e-05
[FINETUNE] Epoch 19/29 | Batch 3600/3993 | Loss: 0.243177 | LR: 1.18e-05
[FINETUNE] Epoch 19/29 | Batch 3650/3993 | Loss: 0.018258 | LR: 1.18e-05
[FINETUNE] Epoch 19/29 | Batch 3700/3993 | Loss: 0.127845 | LR: 1.18e-05
[FINETUNE] Epoch 19/29 | Batch 3750/3993 | Loss: 0.050290 | LR: 1.18e-05
[FINETUNE] Epoch 19/29 | Batch 3800/3993 | Loss: 0.074313 | LR: 1.18e-05
[FINETUNE] Epoch 19/29 | Batch 3850/3993 | Loss: 0.077965 | LR: 1.18e-05
[FINETUNE] Epoch 19/29 | Batch 3900/3993 | Loss: 0.277755 | LR: 1.18e-05
[FINETUNE] Epoch 19/29 | Batch 3950/3993 | Loss: 0.039300 | LR: 1.17e-05
[FINETUNE] Epoch 20/29 | Batch 50/3993 | Loss: 0.048128 | LR: 1.17e-05
[FINETUNE] Epoch 20/29 | Batch 100/3993 | Loss: 0.029938 | LR: 1.17e-05
[FINETUNE] Epoch 20/29 | Batch 150/3993 | Loss: 0.201429 | LR: 1.17e-05
[FINETUNE] Epoch 20/29 | Batch 200/3993 | Loss: 0.050226 | LR: 1.17e-05
[FINETUNE] Epoch 20/29 | Batch 250/3993 | Loss: 0.187506 | LR: 1.17e-05
[FINETUNE] Epoch 20/29 | Batch 300/3993 | Loss: 0.020284 | LR: 1.17e-05
[FINETUNE] Epoch 20/29 | Batch 350/3993 | Loss: 0.199841 | LR: 1.16e-05
[FINETUNE] Epoch 20/29 | Batch 400/3993 | Loss: 0.077532 | LR: 1.16e-05
[FINETUNE] Epoch 20/29 | Batch 450/3993 | Loss: 0.034719 | LR: 1.16e-05
[FINETUNE] Epoch 20/29 | Batch 500/3993 | Loss: 0.108056 | LR: 1.16e-05
[FINETUNE] Epoch 20/29 | Batch 550/3993 | Loss: 0.110200 | LR: 1.16e-05
[FINETUNE] Epoch 20/29 | Batch 600/3993 | Loss: 0.018963 | LR: 1.16e-05
[FINETUNE] Epoch 20/29 | Batch 650/3993 | Loss: 0.021013 | LR: 1.15e-05
[FINETUNE] Epoch 20/29 | Batch 700/3993 | Loss: 0.029059 | LR: 1.15e-05
[FINETUNE] Epoch 20/29 | Batch 750/3993 | Loss: 0.028683 | LR: 1.15e-05
[FINETUNE] Epoch 20/29 | Batch 800/3993 | Loss: 0.113037 | LR: 1.15e-05
[FINETUNE] Epoch 20/29 | Batch 850/3993 | Loss: 0.120468 | LR: 1.15e-05
[FINETUNE] Epoch 20/29 | Batch 900/3993 | Loss: 0.166565 | LR: 1.15e-05
[FINETUNE] Epoch 20/29 | Batch 950/3993 | Loss: 0.262883 | LR: 1.15e-05
[FINETUNE] Epoch 20/29 | Batch 1000/3993 | Loss: 0.168186 | LR: 1.14e-05
[FINETUNE] Epoch 20/29 | Batch 1050/3993 | Loss: 0.066481 | LR: 1.14e-05
[FINETUNE] Epoch 20/29 | Batch 1100/3993 | Loss: 0.209703 | LR: 1.14e-05
[FINETUNE] Epoch 20/29 | Batch 1150/3993 | Loss: 0.177657 | LR: 1.14e-05
[FINETUNE] Epoch 20/29 | Batch 1200/3993 | Loss: 0.148425 | LR: 1.14e-05
[FINETUNE] Epoch 20/29 | Batch 1250/3993 | Loss: 0.040402 | LR: 1.14e-05
[FINETUNE] Epoch 20/29 | Batch 1300/3993 | Loss: 0.212556 | LR: 1.14e-05
[FINETUNE] Epoch 20/29 | Batch 1350/3993 | Loss: 0.069803 | LR: 1.13e-05
[FINETUNE] Epoch 20/29 | Batch 1400/3993 | Loss: 0.031584 | LR: 1.13e-05
[FINETUNE] Epoch 20/29 | Batch 1450/3993 | Loss: 0.188874 | LR: 1.13e-05
[FINETUNE] Epoch 20/29 | Batch 1500/3993 | Loss: 0.058419 | LR: 1.13e-05
[FINETUNE] Epoch 20/29 | Batch 1550/3993 | Loss: 0.219646 | LR: 1.13e-05
[FINETUNE] Epoch 20/29 | Batch 1600/3993 | Loss: 0.033580 | LR: 1.13e-05
[FINETUNE] Epoch 20/29 | Batch 1650/3993 | Loss: 0.099311 | LR: 1.13e-05
[FINETUNE] Epoch 20/29 | Batch 1700/3993 | Loss: 0.032443 | LR: 1.12e-05
[FINETUNE] Epoch 20/29 | Batch 1750/3993 | Loss: 0.079952 | LR: 1.12e-05
[FINETUNE] Epoch 20/29 | Batch 1800/3993 | Loss: 0.122356 | LR: 1.12e-05
[FINETUNE] Epoch 20/29 | Batch 1850/3993 | Loss: 0.083405 | LR: 1.12e-05
[FINETUNE] Epoch 20/29 | Batch 1900/3993 | Loss: 0.099098 | LR: 1.12e-05
[FINETUNE] Epoch 20/29 | Batch 1950/3993 | Loss: 0.234709 | LR: 1.12e-05
[FINETUNE] Epoch 20/29 | Batch 2000/3993 | Loss: 0.061557 | LR: 1.12e-05
[FINETUNE] Epoch 20/29 | Batch 2050/3993 | Loss: 0.156838 | LR: 1.11e-05
[FINETUNE] Epoch 20/29 | Batch 2100/3993 | Loss: 0.145078 | LR: 1.11e-05
[FINETUNE] Epoch 20/29 | Batch 2150/3993 | Loss: 0.134694 | LR: 1.11e-05
[FINETUNE] Epoch 20/29 | Batch 2200/3993 | Loss: 0.042296 | LR: 1.11e-05
[FINETUNE] Epoch 20/29 | Batch 2250/3993 | Loss: 0.069769 | LR: 1.11e-05
[FINETUNE] Epoch 20/29 | Batch 2300/3993 | Loss: 0.076408 | LR: 1.11e-05
[FINETUNE] Epoch 20/29 | Batch 2350/3993 | Loss: 0.073590 | LR: 1.11e-05
[FINETUNE] Epoch 20/29 | Batch 2400/3993 | Loss: 0.163037 | LR: 1.10e-05
[FINETUNE] Epoch 20/29 | Batch 2450/3993 | Loss: 0.192920 | LR: 1.10e-05
[FINETUNE] Epoch 20/29 | Batch 2500/3993 | Loss: 0.057726 | LR: 1.10e-05
