[FINETUNE] Epoch 0/29 | Batch 100/1922 | Loss: 1.185211 | LR: 5.20e-06
[FINETUNE] Epoch 0/29 | Batch 200/1922 | Loss: 0.849497 | LR: 1.04e-05
[FINETUNE] Epoch 0/29 | Batch 300/1922 | Loss: 0.785860 | LR: 1.56e-05
[FINETUNE] Epoch 0/29 | Batch 400/1922 | Loss: 0.762026 | LR: 2.08e-05
[FINETUNE] Epoch 0/29 | Batch 500/1922 | Loss: 0.768586 | LR: 2.60e-05
[FINETUNE] Epoch 0/29 | Batch 600/1922 | Loss: 0.828853 | LR: 3.12e-05
[FINETUNE] Epoch 0/29 | Batch 700/1922 | Loss: 0.559376 | LR: 3.64e-05
[FINETUNE] Epoch 0/29 | Batch 800/1922 | Loss: 0.601022 | LR: 4.16e-05
[FINETUNE] Epoch 0/29 | Batch 900/1922 | Loss: 0.504854 | LR: 4.68e-05
[FINETUNE] Epoch 0/29 | Batch 1000/1922 | Loss: 0.475005 | LR: 5.20e-05
[FINETUNE] Epoch 0/29 | Batch 1100/1922 | Loss: 0.715088 | LR: 5.72e-05
[FINETUNE] Epoch 0/29 | Batch 1200/1922 | Loss: 0.656981 | LR: 6.24e-05
[FINETUNE] Epoch 0/29 | Batch 1300/1922 | Loss: 0.692308 | LR: 6.76e-05
[FINETUNE] Epoch 0/29 | Batch 1400/1922 | Loss: 0.397751 | LR: 7.28e-05
[FINETUNE] Epoch 0/29 | Batch 1500/1922 | Loss: 0.659538 | LR: 7.80e-05
[FINETUNE] Epoch 0/29 | Batch 1600/1922 | Loss: 0.684504 | LR: 8.32e-05
[FINETUNE] Epoch 0/29 | Batch 1700/1922 | Loss: 0.468109 | LR: 8.84e-05
[FINETUNE] Epoch 0/29 | Batch 1800/1922 | Loss: 0.704040 | LR: 9.37e-05
[FINETUNE] Epoch 0/29 | Batch 1900/1922 | Loss: 0.718428 | LR: 9.89e-05
