[FINETUNE] Epoch 0/29 | Batch 100/3993 | Loss: 5.000863 | LR: 2.92e-07
[FINETUNE] Epoch 0/29 | Batch 200/3993 | Loss: 4.565569 | LR: 5.84e-07
[FINETUNE] Epoch 0/29 | Batch 300/3993 | Loss: 4.219933 | LR: 8.77e-07
[FINETUNE] Epoch 0/29 | Batch 400/3993 | Loss: 3.659879 | LR: 1.17e-06
[FINETUNE] Epoch 0/29 | Batch 500/3993 | Loss: 1.019315 | LR: 1.46e-06
[FINETUNE] Epoch 0/29 | Batch 600/3993 | Loss: 0.901779 | LR: 1.75e-06
[FINETUNE] Epoch 0/29 | Batch 700/3993 | Loss: 0.581222 | LR: 2.05e-06
[FINETUNE] Epoch 0/29 | Batch 800/3993 | Loss: 0.346112 | LR: 2.34e-06
[FINETUNE] Epoch 0/29 | Batch 900/3993 | Loss: 0.306528 | LR: 2.63e-06
[FINETUNE] Epoch 0/29 | Batch 1000/3993 | Loss: 0.436048 | LR: 2.92e-06
[FINETUNE] Epoch 0/29 | Batch 1100/3993 | Loss: 0.233597 | LR: 3.21e-06
[FINETUNE] Epoch 0/29 | Batch 1200/3993 | Loss: 0.619691 | LR: 3.51e-06
[FINETUNE] Epoch 0/29 | Batch 1300/3993 | Loss: 0.443335 | LR: 3.80e-06
[FINETUNE] Epoch 0/29 | Batch 1400/3993 | Loss: 0.213080 | LR: 4.09e-06
[FINETUNE] Epoch 0/29 | Batch 1500/3993 | Loss: 0.546757 | LR: 4.38e-06
[FINETUNE] Epoch 0/29 | Batch 1600/3993 | Loss: 0.397364 | LR: 4.67e-06
[FINETUNE] Epoch 0/29 | Batch 1700/3993 | Loss: 0.191502 | LR: 4.97e-06
[FINETUNE] Epoch 0/29 | Batch 1800/3993 | Loss: 0.548542 | LR: 5.26e-06
[FINETUNE] Epoch 0/29 | Batch 1900/3993 | Loss: 0.194772 | LR: 5.55e-06
[FINETUNE] Epoch 0/29 | Batch 2000/3993 | Loss: 0.346004 | LR: 5.84e-06
[FINETUNE] Epoch 0/29 | Batch 2100/3993 | Loss: 0.204530 | LR: 6.14e-06
[FINETUNE] Epoch 0/29 | Batch 2200/3993 | Loss: 0.157363 | LR: 6.43e-06
[FINETUNE] Epoch 0/29 | Batch 2300/3993 | Loss: 0.268792 | LR: 6.72e-06
[FINETUNE] Epoch 0/29 | Batch 2400/3993 | Loss: 0.412175 | LR: 7.01e-06
[FINETUNE] Epoch 0/29 | Batch 2500/3993 | Loss: 0.373881 | LR: 7.30e-06
[FINETUNE] Epoch 0/29 | Batch 2600/3993 | Loss: 0.234989 | LR: 7.60e-06
[FINETUNE] Epoch 0/29 | Batch 2700/3993 | Loss: 0.392269 | LR: 7.89e-06
[FINETUNE] Epoch 0/29 | Batch 2800/3993 | Loss: 0.293846 | LR: 8.18e-06
[FINETUNE] Epoch 0/29 | Batch 2900/3993 | Loss: 0.371134 | LR: 8.47e-06
[FINETUNE] Epoch 0/29 | Batch 3000/3993 | Loss: 0.222495 | LR: 8.77e-06
[FINETUNE] Epoch 0/29 | Batch 3100/3993 | Loss: 0.659033 | LR: 9.06e-06
[FINETUNE] Epoch 0/29 | Batch 3200/3993 | Loss: 0.222025 | LR: 9.35e-06
[FINETUNE] Epoch 0/29 | Batch 3300/3993 | Loss: 0.304234 | LR: 9.64e-06
[FINETUNE] Epoch 0/29 | Batch 3400/3993 | Loss: 0.426602 | LR: 9.93e-06
[FINETUNE] Epoch 0/29 | Batch 3500/3993 | Loss: 0.449566 | LR: 1.02e-05
[FINETUNE] Epoch 0/29 | Batch 3600/3993 | Loss: 0.440679 | LR: 1.05e-05
[FINETUNE] Epoch 0/29 | Batch 3700/3993 | Loss: 0.298775 | LR: 1.08e-05
