Epoch,Epoch Time,Train Loss,Val Loss,Val auprc,Val auroc,DA Bias,DA Threshold,Predicted Prior,Calibrated Prior,Learning Rate
0,2095.134221,0.8803289763045407,0.33484932203026857,0.23546652796918907,0.6716067274807432,2.2149537801742554,0.6060606241226196,0.1142297312617302,0.5,1.1666666666666665e-05
1,2093.8921,0.2825476071409435,0.20830957097207212,0.6869309596682871,0.8954843651536566,3.0867286920547485,0.8888888955116272,0.11485490947961807,0.4999999701976776,2.333333333333333e-05
2,2109.781314,0.19417638545624974,0.16054273528550808,0.8060628963477936,0.9342585883058324,3.8698168992996216,0.9494949579238892,0.10079582780599594,0.49999991059303284,3.5e-05
3,2178.732046,0.15867056092398973,0.14649698106226475,0.8298621778450224,0.9416877925224382,4.066582918167114,0.9696969985961914,0.11001040041446686,0.49999985098838806,1.1666666666666665e-05
4,2175.379572,0.14921137710882554,0.13702669948158944,0.8511047894469099,0.9493575610740965,4.309581995010376,0.9696969985961914,0.10115335136651993,0.4999999701976776,2.333333333333333e-05
5,2181.636924,0.13669256282134848,0.13293158552951923,0.861744150165769,0.9530789665277855,4.628607511520386,0.9797979593276978,0.09826993942260742,0.5000000596046448,3.5e-05
6,2178.811758,0.12352112552089042,0.11800336837348745,0.8798116032257188,0.9601722616840728,4.51343846321106,0.9797979593276978,0.10851306468248367,0.49999991059303284,3.4881671260484e-05
7,2180.131709,0.11199866503084323,0.11455867469210006,0.8859618649038139,0.9623223880231754,4.8264548778533936,0.9898989796638489,0.10981082171201706,0.5000000596046448,3.4528285235146915e-05
8,2187.508825,0.10377321838553563,0.11161580485119788,0.8923575542419699,0.9645305141053172,5.100142240524292,0.9898989796638489,0.1095709428191185,0.5,3.394462086375339e-05
9,2184.156756,0.09688160169917243,0.10813201980274116,0.8978717000009119,0.9661919008375701,5.119767427444458,0.9898989796638489,0.1127321794629097,0.4999999701976776,3.313857120565971e-05
10,2174.874524,0.08958895140680403,0.11008732671350774,0.8970109612761825,0.9663522444309844,5.5705649852752686,0.9898989796638489,0.10966130346059799,0.5,3.212103669972639e-05
11,2180.284319,0.08344101670368173,0.10573584481534327,0.9030914763740087,0.9684111863639422,5.430929899215698,0.9898989796638489,0.11443286389112473,0.5000000596046448,3.090577775458211e-05
12,2193.281176,0.07821928354009572,0.10876145967086749,0.9011787074063429,0.9677738744195438,5.699995279312134,0.9898989796638489,0.1141410619020462,0.4999999403953552,2.950922866270284e-05
13,2181.381095,0.07317619486904925,0.11123067766096344,0.9021258906831698,0.9680857025738915,6.244661569595337,0.9898989796638489,0.11106117814779282,0.4999999701976776,2.7950275354798755e-05
