Epoch,Epoch Time,Train Loss,Val Loss,Val auprc,Val auroc,DA Bias,DA Threshold,Predicted Prior,Calibrated Prior,Learning Rate
0,2668.618642,0.8087953921065066,0.3254987236050959,0.27494976248550634,0.7060262222466948,2.209018111228943,0.6666666865348816,0.12247032672166824,0.5,1.1666666666666665e-05
1,2665.120362,0.26955434095022107,0.19666070947304193,0.7180016609956499,0.9032082912712835,3.420988917350769,0.939393937587738,0.10867677628993988,0.5,2.333333333333333e-05
2,2657.278987,0.18538272075962406,0.15742109490710424,0.8132884247778898,0.9371010162191264,4.02942156791687,0.9595959782600403,0.09953612834215164,0.5000000596046448,3.5e-05
3,2671.339951,0.15254472598928895,0.14684635227915266,0.8323732953174834,0.9436047941559753,4.371568918228149,0.9797979593276978,0.10886568576097488,0.4999999701976776,1.1666666666666665e-05
4,2676.565771,0.14339992690261388,0.1426287546443224,0.8470516914380761,0.9492005212635133,4.679746389389038,0.9797979593276978,0.09630734473466873,0.5000000596046448,2.333333333333333e-05
5,2667.346457,0.1314753516920745,0.12730561157131987,0.8655178574313623,0.9565243959889629,4.56439471244812,0.9898989796638489,0.11410240828990936,0.5,3.5e-05
6,2675.188491,0.12055781455020144,0.12269080903185373,0.8772777336582163,0.9597782794633187,5.094284772872925,0.9898989796638489,0.10773524641990662,0.5,3.4881671260484e-05
7,2669.01979,0.1079196555385095,0.12385801843756235,0.8809809744511189,0.960267508519477,5.6295788288116455,0.9898989796638489,0.10368821769952774,0.4999999701976776,3.4528285235146915e-05
8,2677.502151,0.0999131976009197,0.12127098061405683,0.8857408345888997,0.9614381733751813,5.7965476512908936,0.9898989796638489,0.10516994446516037,0.5,3.394462086375339e-05
9,2598.552508,0.09120223115319831,0.11747344552206983,0.8943088443926717,0.9634067384933526,6.149321794509888,0.9898989796638489,0.10626786202192307,0.4999999701976776,3.313857120565971e-05
10,2492.537663,0.08454489664797597,0.11832949964785881,0.8913554096192752,0.9637323691181958,6.021986722946167,0.9898989796638489,0.11085964739322662,0.5,3.212103669972639e-05
11,2486.937621,0.07724143411649773,0.1196023104459169,0.8949251930340404,0.9625387001449994,6.609284162521362,0.9898989796638489,0.10735581815242767,0.5,3.090577775458211e-05
12,2477.467867,0.0721143598253637,0.12423432636956191,0.8942193499494407,0.9639382314972866,6.67816424369812,0.9898989796638489,0.10998231917619705,0.5,2.950922866270284e-05
