[FINETUNE] Epoch 0/29 | Batch 100/3845 | Loss: 1.365640 | LR: 3.03e-07
[FINETUNE] Epoch 0/29 | Batch 200/3845 | Loss: 1.200485 | LR: 6.07e-07
[FINETUNE] Epoch 0/29 | Batch 300/3845 | Loss: 1.205932 | LR: 9.10e-07
[FINETUNE] Epoch 0/29 | Batch 400/3845 | Loss: 1.291485 | LR: 1.21e-06
[FINETUNE] Epoch 0/29 | Batch 500/3845 | Loss: 1.278424 | LR: 1.52e-06
[FINETUNE] Epoch 0/29 | Batch 600/3845 | Loss: 1.396515 | LR: 1.82e-06
[FINETUNE] Epoch 0/29 | Batch 700/3845 | Loss: 1.423871 | LR: 2.12e-06
[FINETUNE] Epoch 0/29 | Batch 800/3845 | Loss: 1.131542 | LR: 2.43e-06
[FINETUNE] Epoch 0/29 | Batch 900/3845 | Loss: 1.197398 | LR: 2.73e-06
[FINETUNE] Epoch 0/29 | Batch 1000/3845 | Loss: 1.438625 | LR: 3.03e-06
[FINETUNE] Epoch 0/29 | Batch 1100/3845 | Loss: 1.327275 | LR: 3.34e-06
[FINETUNE] Epoch 0/29 | Batch 1200/3845 | Loss: 0.978606 | LR: 3.64e-06
[FINETUNE] Epoch 0/29 | Batch 1300/3845 | Loss: 1.074829 | LR: 3.94e-06
[FINETUNE] Epoch 0/29 | Batch 1400/3845 | Loss: 1.163883 | LR: 4.25e-06
[FINETUNE] Epoch 0/29 | Batch 1500/3845 | Loss: 1.234039 | LR: 4.55e-06
[FINETUNE] Epoch 0/29 | Batch 1600/3845 | Loss: 1.078682 | LR: 4.85e-06
[FINETUNE] Epoch 0/29 | Batch 1700/3845 | Loss: 1.013336 | LR: 5.16e-06
[FINETUNE] Epoch 0/29 | Batch 1800/3845 | Loss: 0.781556 | LR: 5.46e-06
[FINETUNE] Epoch 0/29 | Batch 1900/3845 | Loss: 0.883403 | LR: 5.77e-06
[FINETUNE] Epoch 0/29 | Batch 2000/3845 | Loss: 0.881600 | LR: 6.07e-06
[FINETUNE] Epoch 0/29 | Batch 2100/3845 | Loss: 0.857987 | LR: 6.37e-06
[FINETUNE] Epoch 0/29 | Batch 2200/3845 | Loss: 0.608809 | LR: 6.68e-06
[FINETUNE] Epoch 0/29 | Batch 2300/3845 | Loss: 0.761169 | LR: 6.98e-06
[FINETUNE] Epoch 0/29 | Batch 2400/3845 | Loss: 0.662869 | LR: 7.28e-06
[FINETUNE] Epoch 0/29 | Batch 2500/3845 | Loss: 0.666171 | LR: 7.59e-06
[FINETUNE] Epoch 0/29 | Batch 2600/3845 | Loss: 0.932204 | LR: 7.89e-06
[FINETUNE] Epoch 0/29 | Batch 2700/3845 | Loss: 0.547481 | LR: 8.19e-06
[FINETUNE] Epoch 0/29 | Batch 2800/3845 | Loss: 1.283788 | LR: 8.50e-06
[FINETUNE] Epoch 0/29 | Batch 2900/3845 | Loss: 0.700873 | LR: 8.80e-06
[FINETUNE] Epoch 0/29 | Batch 3000/3845 | Loss: 0.547296 | LR: 9.10e-06
[FINETUNE] Epoch 0/29 | Batch 3100/3845 | Loss: 0.734418 | LR: 9.41e-06
[FINETUNE] Epoch 0/29 | Batch 3200/3845 | Loss: 0.897224 | LR: 9.71e-06
[FINETUNE] Epoch 0/29 | Batch 3300/3845 | Loss: 0.454928 | LR: 1.00e-05
[FINETUNE] Epoch 0/29 | Batch 3400/3845 | Loss: 0.476116 | LR: 1.03e-05
[FINETUNE] Epoch 0/29 | Batch 3500/3845 | Loss: 0.548981 | LR: 1.06e-05
[FINETUNE] Epoch 0/29 | Batch 3600/3845 | Loss: 0.601178 | LR: 1.09e-05
[FINETUNE] Epoch 0/29 | Batch 3700/3845 | Loss: 1.258639 | LR: 1.12e-05
[FINETUNE] Epoch 0/29 | Batch 3800/3845 | Loss: 0.701166 | LR: 1.15e-05
[FINETUNE] Epoch 1/29 | Batch 100/3845 | Loss: 0.642112 | LR: 1.20e-05
[FINETUNE] Epoch 1/29 | Batch 200/3845 | Loss: 0.590447 | LR: 1.23e-05
[FINETUNE] Epoch 1/29 | Batch 300/3845 | Loss: 1.036487 | LR: 1.26e-05
[FINETUNE] Epoch 1/29 | Batch 400/3845 | Loss: 0.455953 | LR: 1.29e-05
[FINETUNE] Epoch 1/29 | Batch 500/3845 | Loss: 0.524847 | LR: 1.32e-05
[FINETUNE] Epoch 1/29 | Batch 600/3845 | Loss: 0.418206 | LR: 1.35e-05
[FINETUNE] Epoch 1/29 | Batch 700/3845 | Loss: 0.439464 | LR: 1.38e-05
[FINETUNE] Epoch 1/29 | Batch 800/3845 | Loss: 0.639272 | LR: 1.41e-05
[FINETUNE] Epoch 1/29 | Batch 900/3845 | Loss: 0.557393 | LR: 1.44e-05
[FINETUNE] Epoch 1/29 | Batch 1000/3845 | Loss: 0.463814 | LR: 1.47e-05
[FINETUNE] Epoch 1/29 | Batch 1100/3845 | Loss: 0.735427 | LR: 1.50e-05
[FINETUNE] Epoch 1/29 | Batch 1200/3845 | Loss: 0.613759 | LR: 1.53e-05
[FINETUNE] Epoch 1/29 | Batch 1300/3845 | Loss: 0.586572 | LR: 1.56e-05
[FINETUNE] Epoch 1/29 | Batch 1400/3845 | Loss: 0.598922 | LR: 1.59e-05
[FINETUNE] Epoch 1/29 | Batch 1500/3845 | Loss: 0.685830 | LR: 1.62e-05
[FINETUNE] Epoch 1/29 | Batch 1600/3845 | Loss: 0.695903 | LR: 1.65e-05
[FINETUNE] Epoch 1/29 | Batch 1700/3845 | Loss: 0.478129 | LR: 1.68e-05
[FINETUNE] Epoch 1/29 | Batch 1800/3845 | Loss: 0.578376 | LR: 1.71e-05
[FINETUNE] Epoch 1/29 | Batch 1900/3845 | Loss: 0.650087 | LR: 1.74e-05
[FINETUNE] Epoch 1/29 | Batch 2000/3845 | Loss: 0.508831 | LR: 1.77e-05
[FINETUNE] Epoch 1/29 | Batch 2100/3845 | Loss: 0.598518 | LR: 1.80e-05
[FINETUNE] Epoch 1/29 | Batch 2200/3845 | Loss: 0.625051 | LR: 1.83e-05
[FINETUNE] Epoch 1/29 | Batch 2300/3845 | Loss: 0.589473 | LR: 1.86e-05
[FINETUNE] Epoch 1/29 | Batch 2400/3845 | Loss: 0.532560 | LR: 1.89e-05
[FINETUNE] Epoch 1/29 | Batch 2500/3845 | Loss: 0.814996 | LR: 1.93e-05
[FINETUNE] Epoch 1/29 | Batch 2600/3845 | Loss: 0.671918 | LR: 1.96e-05
[FINETUNE] Epoch 1/29 | Batch 2700/3845 | Loss: 0.580806 | LR: 1.99e-05
[FINETUNE] Epoch 1/29 | Batch 2800/3845 | Loss: 0.534268 | LR: 2.02e-05
[FINETUNE] Epoch 1/29 | Batch 2900/3845 | Loss: 0.570845 | LR: 2.05e-05
[FINETUNE] Epoch 1/29 | Batch 3000/3845 | Loss: 0.577540 | LR: 2.08e-05
[FINETUNE] Epoch 1/29 | Batch 3100/3845 | Loss: 0.670318 | LR: 2.11e-05
[FINETUNE] Epoch 1/29 | Batch 3200/3845 | Loss: 0.720259 | LR: 2.14e-05
[FINETUNE] Epoch 1/29 | Batch 3300/3845 | Loss: 0.813073 | LR: 2.17e-05
[FINETUNE] Epoch 1/29 | Batch 3400/3845 | Loss: 0.545025 | LR: 2.20e-05
[FINETUNE] Epoch 1/29 | Batch 3500/3845 | Loss: 0.389658 | LR: 2.23e-05
[FINETUNE] Epoch 1/29 | Batch 3600/3845 | Loss: 0.589700 | LR: 2.26e-05
[FINETUNE] Epoch 1/29 | Batch 3700/3845 | Loss: 0.807114 | LR: 2.29e-05
[FINETUNE] Epoch 1/29 | Batch 3800/3845 | Loss: 0.508580 | LR: 2.32e-05
[FINETUNE] Epoch 2/29 | Batch 100/1282 | Loss: 0.677071 | LR: 2.36e-05
[FINETUNE] Epoch 2/29 | Batch 200/1282 | Loss: 0.661891 | LR: 2.39e-05
[FINETUNE] Epoch 2/29 | Batch 300/1282 | Loss: 0.701858 | LR: 2.42e-05
[FINETUNE] Epoch 2/29 | Batch 400/1282 | Loss: 0.674994 | LR: 2.45e-05
[FINETUNE] Epoch 2/29 | Batch 500/1282 | Loss: 0.648731 | LR: 2.49e-05
[FINETUNE] Epoch 2/29 | Batch 600/1282 | Loss: 0.673429 | LR: 2.52e-05
[FINETUNE] Epoch 2/29 | Batch 700/1282 | Loss: 0.652537 | LR: 2.55e-05
[FINETUNE] Epoch 2/29 | Batch 800/1282 | Loss: 0.657899 | LR: 2.58e-05
[FINETUNE] Epoch 2/29 | Batch 900/1282 | Loss: 0.661420 | LR: 2.61e-05
[FINETUNE] Epoch 2/29 | Batch 1000/1282 | Loss: 0.662081 | LR: 2.64e-05
[FINETUNE] Epoch 2/29 | Batch 1100/1282 | Loss: 0.678320 | LR: 2.67e-05
[FINETUNE] Epoch 2/29 | Batch 1200/1282 | Loss: 0.661946 | LR: 2.70e-05
[FINETUNE] Epoch 3/29 | Batch 100/1282 | Loss: 0.679960 | LR: 3.03e-07
[FINETUNE] Epoch 3/29 | Batch 200/1282 | Loss: 0.711853 | LR: 6.07e-07
[FINETUNE] Epoch 3/29 | Batch 300/1282 | Loss: 0.674550 | LR: 9.10e-07
[FINETUNE] Epoch 3/29 | Batch 400/1282 | Loss: 0.689561 | LR: 1.21e-06
[FINETUNE] Epoch 3/29 | Batch 500/1282 | Loss: 0.683064 | LR: 1.52e-06
[FINETUNE] Epoch 3/29 | Batch 600/1282 | Loss: 0.672636 | LR: 1.82e-06
[FINETUNE] Epoch 3/29 | Batch 700/1282 | Loss: 0.656251 | LR: 2.12e-06
[FINETUNE] Epoch 3/29 | Batch 800/1282 | Loss: 0.647722 | LR: 2.43e-06
[FINETUNE] Epoch 3/29 | Batch 900/1282 | Loss: 0.675814 | LR: 2.73e-06
[FINETUNE] Epoch 3/29 | Batch 1000/1282 | Loss: 0.663282 | LR: 3.03e-06
[FINETUNE] Epoch 3/29 | Batch 1100/1282 | Loss: 0.659169 | LR: 3.34e-06
[FINETUNE] Epoch 3/29 | Batch 1200/1282 | Loss: 0.688640 | LR: 3.64e-06
[FINETUNE] Epoch 4/29 | Batch 100/1282 | Loss: 0.682282 | LR: 4.19e-06
[FINETUNE] Epoch 4/29 | Batch 200/1282 | Loss: 0.663491 | LR: 4.50e-06
[FINETUNE] Epoch 4/29 | Batch 300/1282 | Loss: 0.646276 | LR: 4.80e-06
[FINETUNE] Epoch 4/29 | Batch 400/1282 | Loss: 0.656203 | LR: 5.10e-06
[FINETUNE] Epoch 4/29 | Batch 500/1282 | Loss: 0.672348 | LR: 5.41e-06
