Epoch,Epoch Time,Train Loss,Val Loss,Val auprc,Val auroc,Learning Rate
0,2590.643617,0.9457254202860566,0.3320669705539644,0.22976811230182648,0.6832544207572937,8.333333333333334e-06
1,2603.604544,0.290599263393764,0.22220881126903955,0.6560741662979126,0.8854674100875854,1.6666666666666667e-05
2,2599.684242,0.206766479146953,0.17573553310101897,0.784907877445221,0.9287099838256836,2.5e-05
3,2597.805912,0.168602343056712,0.1544638183112211,0.8272804021835327,0.941733717918396,2.491547947177429e-05
4,2596.39518,0.14740524537471372,0.14726140121621706,0.8424257040023804,0.9467974901199341,2.4663060882247798e-05
5,2828.49266,0.13256338967564088,0.14094195311729263,0.8522180914878845,0.9500322341918945,8.333333333333334e-06
6,2823.342708,0.1304523375336871,0.13734467669110312,0.8582232594490051,0.9521011114120483,1.6666666666666667e-05
7,2819.528694,0.12490663651086348,0.13715822389972496,0.8617770075798035,0.9536334276199341,2.5e-05
8,2828.677142,0.11795135458099597,0.1277753270581073,0.8740387558937073,0.9577430486679077,2.491547947177429e-05
9,2817.58906,0.10887264639382677,0.13077142638769482,0.8754830360412598,0.9567842483520508,2.4663060882247798e-05
10,2821.031214,0.10142295299174398,0.12405940418340636,0.8823779821395874,0.9595142006874084,2.4246157759823855e-05
11,2824.501566,0.09597528570426328,0.12189307631243869,0.8862105011940002,0.9609776139259338,2.3670408004042656e-05
12,2820.260561,0.08995701839911571,0.12235815421582226,0.8853511810302734,0.9596270322799683,2.294359764266171e-05
13,2819.741075,0.08356564002156569,0.12175303799337545,0.887116551399231,0.9601853489875793,2.2075555538987227e-05
14,2820.577297,0.0789100516900269,0.12290013848461136,0.8897554874420166,0.9608252048492432,2.1078020473359174e-05
15,2826.174061,0.07448494588539206,0.12634675722852073,0.8882089853286743,0.9594540596008301,1.9964482396284828e-05
16,2829.887543,0.07044924090220132,0.12708477477318325,0.8881029486656189,0.959485650062561,1.8750000000000002e-05
17,2825.842413,0.06578726076461854,0.12849848323564225,0.8885062336921692,0.9583677053451538,1.745099707548946e-05
18,2811.921116,0.06302534973006504,0.13335755102783506,0.8876638412475586,0.9574848413467407,1.608504040888863e-05
19,2821.519812,0.05860734389695572,0.13440931127092456,0.8862142562866211,0.9568597078323364,1.4670602220836633e-05
