Epoch,Epoch Time,Train Loss,Val Loss,Val auprc,Val auroc,Learning Rate
0,5452.98587,0.6209322754133287,0.6732543754792285,0.7067986130714417,0.6891428232192993,3.826933417976274e-06
1,5750.270561,0.49809972439358763,0.5591883911044515,0.8219097852706909,0.8130553960800171,9.029593195761877e-06
2,5587.505148,0.3896786577703912,0.4546702880454988,0.8886269330978394,0.8807750940322876,1.6815903249157023e-05
3,5433.934908,0.31614043002021375,0.3952410461452917,0.9230391979217529,0.9162828326225281,2.600044107488904e-05
4,5739.403929,0.27547332520262996,0.3534829668850584,0.9380475878715515,0.931668758392334,3.51849117494165e-05
5,5479.671901,0.2507614561132403,0.3228766551458453,0.9498821496963501,0.9447910785675049,4.29710305725963e-05
6,5457.364527,0.23274295169752732,0.30629078525628756,0.9565672874450684,0.9517199993133545,4.8173404154895004e-05
7,5759.730227,0.2181550852692181,0.2777296252928801,0.9603477716445923,0.9558600783348083,4.9999999998944545e-05
8,5754.903984,0.20541990131456356,0.27156619579709607,0.9645324945449829,0.9608564376831055,4.9879596130500345e-05
9,5568.417896,0.195821501514782,0.26548094703804803,0.9676059484481812,0.9643594622612,4.9519589113803385e-05
10,5457.117513,0.18774038909204674,0.2598793037774842,0.9686777591705322,0.9653626680374146,4.892344601322431e-05
11,5478.912399,0.18205986469872476,0.25350997464397396,0.9702221155166626,0.9668861627578735,4.809690801270667e-05
12,5554.704066,0.17558075928030578,0.25612990054154616,0.970302939414978,0.9674971103668213,4.704793512502708e-05
13,5713.404566,0.17017453480184144,0.2686566271983452,0.9703609943389893,0.9676468372344971,4.5786629532520804e-05
14,5826.34235,0.16459142233031335,0.24771208080819307,0.9715028405189514,0.9689652919769287,4.432513829754345e-05
15,5820.582303,0.15972433414607293,0.2582610549248496,0.9708824753761292,0.9686564803123474,4.267753637962022e-05
16,5816.252879,0.1554377729331887,0.25582754057792206,0.9720985889434814,0.9698318243026733,4.085969108589155e-05
17,5809.362209,0.15060827563276555,0.25979719554051645,0.9724555611610413,0.9704753160476685,3.8889109260271376e-05
18,5532.244073,0.14599712367456522,0.2654114687334793,0.971726655960083,0.9699853658676147,3.6784768682970004e-05
19,5470.377577,0.14110866574991043,0.2667038283527487,0.9713866114616394,0.9699802398681641,3.456693530409642e-05
20,5496.135064,0.13641525693070417,0.2709027075500532,0.9709175229072571,0.969602108001709,3.225696807148024e-05
21,5799.60242,0.13195154919714092,0.27280616499810695,0.9713808298110962,0.9702696800231934,2.9877113232328088e-05
22,5813.490083,0.12708676818030207,0.27827395786772147,0.9708054065704346,0.9696479439735413,2.7450290089702e-05
