Epoch,Epoch Time,Train Loss,Val Loss,Val auprc,Val auroc,Learning Rate
0,2086.413974,0.9195226358809304,0.3648429172161949,0.2357056885957718,0.9424848556518555,1.1666666666666665e-05
1,2138.753919,0.49208909703711695,0.23232429978302674,0.5630435347557068,0.9753287434577942,2.333333333333333e-05
2,8922.711139,0.5835498889643763,0.15767242285130528,0.7170008420944214,0.9802680015563965,2.722323363675769e-05
3,9556.054308,0.519268607456301,0.1534213286755082,0.7318171262741089,0.9812672138214111,3.88990030342436e-06
4,9143.168377,0.49939036287960137,0.15500875629200006,0.7543637752532959,0.9821581840515137,7.77980060684872e-06
5,9044.478023,0.4757230810809433,0.15335102665578418,0.773988664150238,0.9827553033828735,1.166970091027308e-05
6,9002.472198,0.45480179082305866,0.14560779385663386,0.7946306467056274,0.9835352301597595,1.555960121369744e-05
7,9008.748483,0.43165363860716127,0.13463183477904,0.8038938641548157,0.9818402528762817,1.9449501517121804e-05
8,9041.676752,0.407599111498797,0.12899741682837318,0.8166017532348633,0.982843816280365,2.333940182054616e-05
9,9013.963078,0.39330576407881496,0.11499595143310457,0.8227363228797913,0.9776223301887512,2.722930212397052e-05
10,8991.416643,0.3707442481692607,0.10963383587250536,0.8273181915283203,0.9806572198867798,3.111920242739488e-05
11,8992.312388,0.3539228160137691,0.10275852878846121,0.8291605114936829,0.9785289168357849,3.4999999927884256e-05
12,9012.564372,0.33767136454861174,0.09376171474860755,0.8349884152412415,0.9788758158683777,3.49867706315819e-05
13,9001.487766,0.32061155859886575,0.08883950869646572,0.8501245975494385,0.9848431944847107,3.494722589006983e-05
14,8991.191426,0.30866479094310223,0.08383349766215382,0.8539249897003174,0.9844397902488708,3.4881425213334216e-05
15,8996.873194,0.29795702361442183,0.07690939757168216,0.8581956028938293,0.970494270324707,3.478946762332371e-05
16,8978.460204,0.29328722627063436,0.07530254286193674,0.8518799543380737,0.9514925479888916,3.467149150493352e-05
17,8991.83006,0.280587452476882,0.06981873060418553,0.8480192422866821,0.9829367995262146,3.452767439775316e-05
18,9031.446137,0.2680080200134313,0.06854152570017917,0.855134129524231,0.9710559844970703,3.4358232728891075e-05
19,9026.17534,0.2533930151748025,0.06533409940800262,0.8610860705375671,0.9574714303016663,3.416342148727846e-05
20,9012.336613,0.25098875108612306,0.06408310142813835,0.8603371381759644,0.9788157939910889,3.394353383994214e-05
21,8982.35444,0.23755111256483563,0.06466053454677602,0.8565729260444641,0.9823298454284668,3.369890069082417e-05
22,8986.085634,0.2296205752045381,0.060154156949270045,0.8552437424659729,0.9526364207267761,3.342989018281197e-05
23,9030.067325,0.22522773671540752,0.05859057528538606,0.8645462393760681,0.9860777854919434,3.3136907143728464e-05
24,8978.248608,0.21690869184614808,0.060211561393046176,0.850752592086792,0.951985776424408,3.28203924771158e-05
25,8998.650243,0.21347462808402393,0.05661620880168806,0.8490185737609863,0.9563860893249512,3.2480822498729614e-05
26,9010.853539,0.2117963565394352,0.0557865122714375,0.8513067960739136,0.964956521987915,3.2118708219742285e-05
27,9019.886713,0.2038753500641229,0.05559871574767763,0.8556018471717834,0.9828411340713501,3.1734594577733705e-05
28,8983.173592,0.19570105007955696,0.053630287292326245,0.8627699613571167,0.9820530414581299,3.1329059616627117e-05
