Epoch,Epoch Time,Train Loss,Val Loss,Val auprc,Val auroc,Learning Rate
0,14033.115428,0.5789482442711632,0.6278627479362583,0.7599013447761536,0.748450756072998,3.826933417976274e-06
1,14080.478214,0.43081325416159244,0.5277384150037504,0.8503370881080627,0.8483222723007202,9.029593195761877e-06
2,14058.313608,0.3361317821925151,0.46159235531387827,0.8944779634475708,0.8938344717025757,1.6815903249157023e-05
3,14071.021249,0.2866234948878842,0.4066556943473888,0.9155067801475525,0.9133905172348022,2.600044107488904e-05
4,14051.959804,0.25831226522199885,0.3991800241335453,0.9280008673667908,0.9245862364768982,3.51849117494165e-05
5,14057.438288,0.23832699685601239,0.3544506342812248,0.9355546236038208,0.9315665364265442,4.29710305725963e-05
6,14086.870981,0.22125501309715712,0.35505825771720484,0.9434852600097656,0.9394837617874146,4.8173404154895004e-05
7,14100.165846,0.20642190018406564,0.325960583076406,0.9471595287322998,0.941685140132904,4.9999999998944545e-05
8,14130.642885,0.1916588310738771,0.32548751346737964,0.9516488313674927,0.9467419981956482,4.9879596130500345e-05
9,14128.10575,0.17992374385241244,0.32424187225952034,0.9551886916160583,0.9508956670761108,4.9519589113803385e-05
10,14114.220154,0.17049463810209145,0.30554868922016815,0.9576822519302368,0.9534792900085449,4.892344601322431e-05
11,14102.863233,0.16149419677387664,0.29004984075816137,0.9593828916549683,0.9550546407699585,4.809690801270667e-05
12,14119.152957,0.15337132405880552,0.29049525102787815,0.9600266218185425,0.9561739563941956,4.704793512502708e-05
13,14102.584994,0.14663149155651958,0.28574494810167705,0.9611985683441162,0.957389771938324,4.5786629532520804e-05
14,14182.647017,0.1391733214803959,0.28208968078108304,0.9627525806427002,0.9594885110855103,4.432513829754345e-05
15,14115.473139,0.1326827230546934,0.2839713156342546,0.9633090496063232,0.9604347944259644,4.267753637962022e-05
16,14118.850683,0.12710301901680357,0.28644826037692694,0.9637559652328491,0.9611942172050476,4.085969108589155e-05
17,14163.381719,0.12115357616526301,0.2819071715409668,0.9644300937652588,0.9616227149963379,3.8889109260271376e-05
18,14140.700782,0.1155608891746924,0.2883251571196165,0.9648683667182922,0.9624490737915039,3.6784768682970004e-05
19,14142.704926,0.110097085317518,0.28779949984365505,0.9645497798919678,0.9623687863349915,3.456693530409642e-05
20,14138.693229,0.10522142940500337,0.28825166519382234,0.9641409516334534,0.96254563331604,3.225696807148024e-05
21,14143.014489,0.09928788803550508,0.29936869324538873,0.9639191627502441,0.9629174470901489,2.9877113232328088e-05
22,14126.609931,0.09367067741241637,0.3039387192519569,0.9632796049118042,0.9625771045684814,2.7450290089702e-05
23,14161.374303,0.08866688003008448,0.31010368823627504,0.9630553126335144,0.9629381895065308,2.4999870277101918e-05
