split,auroc,auprc,accuracy,precision,recall,sensitivity,specificity,f1,mcc
train,0.9923984851856322,0.9563395963872636,0.961563595667418,0.7750251649703612,0.9397684314024649,0.9397684314024649,0.9644072857569423,0.8494832090838741,0.832736856954909
validation,0.9628843999723289,0.8763598427926179,0.9416280748710183,0.7100622406639004,0.8353928299008391,0.8353928299008391,0.9554900867903495,0.7676456157566413,0.7376913746634731
test,0.7984301797482358,0.19640810202419737,0.7806218434845281,0.07600185313875377,0.6852548036758563,0.6852548036758563,0.7831046876444329,0.1368280578839818,0.17534568191819763
