Epoch,Epoch Time,Train Loss,Val Loss,Val auprc,Val auroc,Learning Rate
0,23161.150556,0.594569252573096,0.6415468781699575,0.7383533120155334,0.7260934114456177,3.826933417976274e-06
1,23707.420086,0.46049882844229933,0.5510357316698089,0.8349353075027466,0.8303500413894653,9.029593195761877e-06
2,23646.092963,0.35324844824466106,0.4554689044162434,0.8870081901550293,0.8847248554229736,1.6815903249157023e-05
3,23593.126747,0.28987435299382924,0.40539993441302313,0.9159106016159058,0.9122877717018127,2.600044107488904e-05
4,23612.080149,0.25588682438384636,0.38662364219008016,0.9305843710899353,0.9259864091873169,3.51849117494165e-05
5,23653.627863,0.2324167173254701,0.35479303040384674,0.9396666884422302,0.9345169067382812,4.29710305725963e-05
6,23582.725019,0.21585992495300968,0.33477469844309055,0.9478532075881958,0.942791223526001,4.8173404154895004e-05
7,23578.687193,0.20116811460884756,0.332018483009049,0.9513550996780396,0.9464910626411438,4.9999999998944545e-05
8,23030.747066,0.18746955362847684,0.328889872193522,0.9559265375137329,0.9512202739715576,4.9879596130500345e-05
9,23222.53679,0.17594305056630896,0.31935407945589583,0.9577829241752625,0.9536868333816528,4.9519589113803385e-05
10,23067.155162,0.1659481595653883,0.30189043313606034,0.9596706628799438,0.9558964967727661,4.892344601322431e-05
11,22987.270118,0.15767908416366264,0.3157370059960178,0.9609933495521545,0.9573396444320679,4.809690801270667e-05
12,23054.730316,0.14963948234266491,0.29824269006381343,0.9615195393562317,0.9587318897247314,4.704793512502708e-05
13,23054.446702,0.14191721513571348,0.29677537312848945,0.9622930884361267,0.9592769742012024,4.5786629532520804e-05
